Expt'l Mr (Da)	I	RT
21762.9631	500131	22.5
42942.8653	366776	33.5
32729.69	363648	32
21262.7067	252896	23
42942.8499	195277	33
20761.1483	180179	20.5
41813.8536	177641	40.5
34560.3363	159276	24.5
32729.6967	146953	32.5
21761.96	142641	23
47454.4708	131579	34.5
21762.9535	128449	22
21261.7028	122936	22.5
20719.1384	119456	20.5
20719.1355	111411	20
41813.85	89733	40
18432.5311	88113	43.5
32996.2371	83983	42
21778.9686	82465	22.5
34479.3733	82138	25.5
47208.2597	77665	36.5
32809.6432	73993	31.5
42942.8748	68501	34
5447.9596	64346	17.5
20761.1454	63408	20
5447.9615	58003	17
43316.1395	54473	36
34560.3416	53258	25
18432.53	52964	44
18688.3665	49208	38
21332.7945	48371	22.5
41844.8321	47981	40.5
47455.4736	47877	35
41360.4814	45703	38
46813.2629	45532	37.5
34479.3739	43856	25
32809.6474	41139	32
42965.8544	40671	33.5
42962.8493	39694	33
46754.9983	39282	38.5
29448.0074	38242	27
32729.6759	37219	31.5
47208.2638	37101	36
27579.5246	37055	38.5
27579.0212	36660	38.5
22477.4209	34026	21.5
32996.2448	33709	41.5
29845.9735	33104	27.5
42922.8582	33025	33.5
32751.6762	32700	32
38875.7344	32282	37.5
23983.7475	31883	31
29794.6978	29889	30.5
41813.8423	29267	41
47313.3937	28174	34.5
41845.8294	27359	40
21744.9556	27117	22.5
29794.691	27002	30
21778.9696	24550	23
34431.2807	24176	24.5
21803.9477	23813	22.5
47476.4673	21799	34.5
29845.9782	21738	27
42988.8305	20809	33
21841.9196	20638	22.5
21778.9597	20365	22
10881.4907	19745	22.5
34209.6546	18662	33
42986.8396	18293	33.5
21261.7104	18104	23.5
21761.9691	17736	23.5
42922.8447	17285	33
30031.8119	16999	37.5
21860.8968	16984	22.5
28662.9831	16852	23.5
20761.1386	16819	21
38875.7334	16805	38
41831.8464	16805	40
46755.0144	16566	39
41832.8438	16474	40.5
34580.3228	16261	24.5
9363.9011	16084	37
47216.3427	15984	34.5
32996.2332	15757	42.5
34350.321	15575	25.5
21791.9596	15516	22.5
41635.7283	15433	39.5
18385.6863	15223	38.5
32751.6762	15066	32.5
18385.3426	14938	38.5
21720.9438	14730	22.5
14617.1598	14719	34
21332.7743	14425	23
41863.8218	14283	40.5
10880.9868	14248	22.5
22477.4301	14078	21
32576.589	13767	26
23902.7742	13649	31
34431.2938	13430	25
21820.9183	13312	22.5
32772.6564	13234	32
24609.9819	12943	43
43316.1313	12893	36.5
34874.0407	12709	43
32699.6278	12637	32.5
37123.9335	12600	34
37652.0719	12370	30
10267.4415	12314	35.5
21244.7085	12169	23
43004.8189	11926	33.5
32671.6755	11872	32.5
21281.6963	11819	23
18386.0132	11760	38.5
20780.1276	11566	20.5
24063.7123	11536	31
23362.2029	11403	19.5
47313.3864	11403	35
7880.4788	11394	38.5
41794.8396	11183	40.5
28414.4581	11099	32.5
25071.9449	11045	36.5
25072.4445	10767	36.5
34542.3223	10737	24.5
43024.8197	10717	33.5
20831.543	10694	23
21331.789	10570	22
21633.892	10535	22.5
11332.2094	10396	41.5
18452.5196	10349	43.5
32711.7148	10310	32
47455.4653	10272	35.5
27892.2232	10190	22
46813.2655	10052	37
35899.3602	9985	35
33017.225	9920	42
32791.6414	9701	32
43316.1431	9536	35.5
41863.8203	9460	40
25448.7901	9443	35
21841.9269	9420	23
32871.5906	9401	32.5
41383.464	9350	38
42942.8621	9240	34.5
43005.8167	9196	33
23983.751	9193	30.5
20741.1365	9159	20.5
39780.7505	9131	25
22247.2749	8990	22.5
47499.4461	8809	34.5
32830.6225	8733	32
16365.8506	8552	32
47232.2636	8507	36.5
24609.9857	8468	43.5
32830.6305	8452	31.5
21720.9427	8441	22
41418.4713	8368	38
22384.4894	8210	24
27579.5294	8202	39
47433.4561	8146	34.5
34500.3677	8102	25.5
10630.8604	8081	23
21744.9489	7945	23
24145.4849	7846	19.5
27579.0245	7842	39
24115.474	7821	20
47208.2514	7817	37
34596.3054	7812	24.5
41844.8263	7755	41
32748.6652	7630	31.5
21878.8944	7598	22.5
34874.0429	7576	43.5
21803.9506	7571	23
34621.295	7571	24.5
41880.8061	7482	40.5
20618.0873	7477	20.5
39264.2677	7429	33
43044.8044	7377	33.5
29249.2191	7354	34
34209.6558	7322	33.5
20820.0895	7239	20.5
21828.9249	7174	34.5
29448.0039	7076	27.5
10381.0826	7045	20.5
25449.2874	7035	35
33016.2363	6957	41.5
10631.36	6944	23
18385.6751	6883	39
16366.3471	6850	32
32810.6541	6850	32.5
18386.3607	6828	39
33950.8366	6806	41.5
42975.8387	6796	33
18386.0229	6721	39
20907.4251	6639	40.5
43023.8049	6593	33
18688.3674	6590	37.5
10630.8608	6578	22.5
28414.456	6574	32
21828.9266	6559	35
46813.2578	6554	38
20906.9221	6514	40.5
20801.1155	6511	20.5
42965.8603	6488	34
34499.3562	6424	25
20719.1284	6416	21
20860.0833	6415	20.5
34580.3323	6374	25
28741.9506	6368	23.5
5878.0973	6362	16.5
10380.5811	6358	20.5
47455.4658	6313	34
23570.1104	6298	24.5
21344.6999	6273	23
35932.9821	6236	28
14617.1637	6214	33.5
43296.1277	6178	36
34461.333	6153	24.5
35959.9919	6148	28
20741.1295	6131	20
21092.6684	6116	22.5
42958.8539	6010	32.5
21303.6862	6001	23
34658.2799	5996	24.5
32773.6624	5973	32.5
24145.4846	5952	20
41794.8256	5930	40
10631.361	5842	22.5
41813.8603	5834	41.5
22247.2772	5785	23
5782.0385	5777	17.5
47216.3455	5707	35
42942.8525	5662	35
34351.3185	5660	25
21761.9661	5549	24
46755.0302	5513	39.5
41691.7853	5498	39.5
21902.8575	5477	22.5
34541.332	5463	25
16966.5176	5377	35
47479.4641	5346	35
21860.9029	5340	23
10360.0724	5336	20.5
21743.9545	5321	22
20780.1196	5318	20
47232.2802	5271	36
41897.7956	5244	40.5
4395.2053	5155	20.5
34560.3355	5144	25.5
43041.7998	5061	33
43339.129	5051	36
34460.3646	5020	25.5
41829.8487	5005	39.5
32697.6177	5002	32
42922.86	4983	34
18453.5146	4953	44
21361.6504	4943	23
16714.6325	4931	36.5
41879.8153	4919	40
13780.5219	4913	32
21472.4329	4905	33.5
17188.707	4902	36.5
34460.3572	4894	25
46777.9832	4893	38.5
21802.9388	4850	22
20593.4066	4845	23
6738.4828	4842	40
41360.4708	4822	37.5
32851.6043	4808	32
16967.1918	4808	35
35882.1616	4803	40.5
43062.7825	4795	33.5
29249.2191	4788	34.5
17280.1667	4784	24.5
10360.0763	4756	20
20819.08	4731	20
21471.9316	4714	33.5
10881.4883	4690	22
41397.4627	4688	38
16714.9577	4687	36.5
16714.2948	4659	36.5
20375.0155	4647	20
4869.5369	4633	16.5
47472.4741	4628	34
47518.4257	4576	34.5
49098.4565	4571	39.5
10880.9829	4560	22
21244.7134	4555	22.5
7254.6769	4514	22.5
7528.7818	4510	19.5
23902.7831	4500	30.5
47554.4454	4475	34.5
48474.4629	4473	41
21280.6965	4440	22.5
47415.3556	4439	34.5
34198.3224	4438	26.5
10341.6665	4378	23
43102.8226	4376	33.5
7254.3381	4369	22.5
10359.5751	4350	20.5
9363.8922	4336	37.5
42901.5795	4317	33
33039.2143	4315	42
5782.038	4311	18
28925.7085	4301	31
32870.5963	4239	32
21860.8855	4206	22
10359.5743	4188	20
49098.4207	4184	40
10729.2666	4164	42
23444.0731	4162	24.5
41634.7133	4158	39
46835.2601	4150	37.5
16365.8529	4112	32.5
34641.2926	4111	24.5
47335.3747	4106	34.5
21791.956	4098	23
32853.6071	4085	31.5
32791.653	4078	32.5
4395.2044	4072	20
10881.9926	4033	23
47555.4725	4026	35
11032.2023	3990	39
28639.5931	3980	32.5
33262.3765	3970	42
17280.6691	3958	24.5
16365.3517	3948	32.5
16966.8632	3948	35
39264.2687	3944	33.5
37123.9348	3942	33.5
32529.5715	3933	31.5
7788.9366	3927	21
32729.6895	3922	33
21920.8855	3921	22.5
32978.2484	3909	42
34874.0459	3871	44
21820.9299	3868	23
20777.1384	3833	19.5
40202.9184	3812	34
28661.976	3806	23
42899.5957	3805	33.5
41813.8527	3761	42
30031.8062	3754	38
28032.7966	3717	39.5
35882.145	3713	41
10881.4959	3706	23
10143.2752	3689	19
21133.6489	3679	23
21829.9128	3663	22.5
40362.8126	3650	34
10870.9839	3623	22.5
10871.4844	3616	22.5
28033.317	3604	39.5
34515.3499	3598	25.5
25904.4797	3597	41.5
33186.8939	3587	34.5
17239.6853	3576	25.5
25904.4868	3573	42
25903.9962	3566	41.5
47253.2428	3565	36.5
47050.2803	3550	36.5
20374.0105	3501	20.5
23362.2062	3500	20
25903.9809	3496	42
9255.9974	3490	11
13780.5258	3472	32.5
20907.9257	3451	40
24000.0312	3440	24.5
42944.0029	3406	35.5
17240.1863	3348	25.5
21791.9536	3344	22
21261.7092	3334	24
34198.332	3333	27
32791.6544	3329	31.5
41418.4692	3320	37.5
16498.6185	3317	42
21841.9115	3284	22
32686.4897	3276	32
26398.5052	3263	40
47188.2667	3262	36.5
3858.5108	3253	36.5
10180.737	3249	35
34542.3371	3247	25.5
18475.4996	3238	43.5
29845.9834	3233	28
22459.4213	3212	21.5
34597.312	3206	25
47050.2825	3205	36
29814.679	3199	30
41808.6198	3199	37.5
41392.4662	3161	37.5
16499.1278	3138	42
43086.7763	3122	33.5
13765.7219	3121	28.5
41896.7958	3119	40
34608.2893	3115	24.5
34516.3397	3115	25
32547.5637	3111	26
36271.1113	3102	33
28033.7869	3095	39
20841.0825	3091	20.5
29305.9907	3080	28
41916.7845	3070	40.5
32997.2299	3064	43
45016.5582	3063	36.5
47435.4511	3059	35
23377.4942	3054	39
23378.0124	3052	39
32832.6349	3019	32.5
42942.8969	3013	36
41553.6733	2999	37
34620.3096	2988	25
21348.7549	2977	22.5
43667.1426	2971	37.5
21888.9029	2968	22.5
43065.7741	2954	33
20618.0842	2936	20
48183.6298	2925	38
32872.6064	2922	31.5
42986.8644	2921	34
32712.6891	2914	32.5
47455.4522	2905	36
20907.4214	2902	40
42976.8471	2895	33.5
41359.4546	2861	38.5
32671.6479	2860	32
34574.3238	2854	24
41832.8316	2851	41
11332.2075	2846	42
35899.3574	2840	35.5
34686.3021	2834	24.5
21821.9087	2832	22
8705.6925	2826	21
32766.6387	2824	31.5
41340.4745	2822	38
23376.9943	2819	38.5
38897.7271	2809	37.5
22495.4164	2798	21.5
5463.9556	2797	17
23376.4979	2793	38.5
34479.3817	2792	26
34225.351	2755	26.5
34497.2693	2719	24.5
34578.3244	2659	25.5
41553.6807	2648	37.5
33263.388	2636	42.5
24000.0343	2632	24
21133.6649	2628	22.5
34527.2568	2628	24.5
23473.3392	2618	26
18710.3543	2590	38
32889.5994	2588	32
24115.4775	2587	19.5
37652.0688	2587	30.5
25071.9535	2582	37
25071.451	2580	37
48577.809	2557	32.5
42189.0664	2548	40.5
20735.1329	2538	19.5
32912.6139	2510	32
33950.827	2504	42
21778.9733	2476	23.5
25903.9875	2470	42.5
29794.6902	2468	31
21659.571	2438	36
20593.3692	2430	22.5
10380.572	2427	20
21659.0671	2427	36
40442.7891	2425	34
29468.9908	2407	27
5695.0034	2405	18
10381.0822	2381	20
5447.957	2366	18
47488.471	2349	34
47399.3362	2349	34.5
32979.4449	2343	38
47413.3833	2335	35
41438.458	2334	38
47280.1967	2332	36
18432.532	2330	44.5
29815.6843	2329	30.5
32618.5899	2319	26
28032.3154	2315	39
37652.0788	2314	29.5
25071.4623	2297	36
47455.4326	2296	36.5
25904.4863	2284	42.5
47535.4381	2280	34.5
48216.7685	2273	34.5
33059.1945	2266	42
42943.8445	2264	36.5
41863.7974	2251	41
25071.9628	2248	36
32082.5693	2244	30
41812.8488	2224	42.5
42943.8618	2216	37
5878.0971	2215	16
20761.1391	2215	21.5
21320.6498	2205	23
32576.5891	2203	26.5
35526.1728	2192	28.5
14313.9523	2190	33.5
43021.8361	2190	34
16404.8215	2187	32
18698.6762	2170	43.5
22557.3785	2169	21.5
37476.7486	2144	27
20860.0789	2143	20
8573.6033	2132	28
33041.2049	2130	41.5
47272.2072	2126	36.5
14317.2717	2123	33
18448.5239	2119	43
6350.3467	2112	24
34513.2317	2111	24.5
16405.3247	2109	32
20701.1295	2080	20
21262.7135	2080	22
13938.618	2067	40.5
5479.9484	2066	17
42977.8691	2063	32.5
14315.9574	2060	33
14314.281	2050	33.5
7788.9344	2049	21.5
47313.3829	2047	35.5
20734.1337	2037	20
20801.1042	2035	20
14313.631	2020	33.5
10547.8495	2003	22.5
34449.2921	1995	24.5
41860.8362	1995	39.5
21868.8927	1991	22.5
6358.188	1990	40.5
46793.252	1978	37.5
43942.8496	1965	35.5
10891.9847	1964	22.5
39781.7433	1964	25.5
41771.6473	1958	40.5
13432.9339	1957	28
31523.9157	1955	35
35140.185	1949	43
41377.4635	1947	37.5
47254.2522	1946	36
46755.0308	1924	40
20600.0755	1921	20.5
16404.8188	1920	31.5
17247.521	1914	17
16404.3227	1911	31.5
46857.2165	1911	37.5
20188.4181	1909	31
21490.0123	1906	25
40282.856	1901	34
13938.9486	1900	40.5
34482.2983	1883	24.5
20697.098	1873	20.5
47579.4046	1866	28.5
47498.4415	1866	35
4116.1619	1860	22.5
20186.9465	1854	20.5
13938.2831	1851	40.5
7172.7825	1851	42
33468.5905	1848	25
32762.6699	1847	32
33668.552	1842	25
43104.8029	1838	33
24059.1154	1837	26
17269.6639	1837	41.5
29196.1521	1834	34
21658.576	1832	35.5
42214.7164	1825	33.5
32853.6204	1790	32.5
43359.1158	1789	36
46797.9959	1771	38.5
34225.3548	1767	27
38904.9667	1749	35.5
20734.1374	1746	20.5
10666.4009	1744	22.5
17280.1727	1735	25
32979.2612	1729	41.5
32781.6454	1727	32
21658.0665	1724	35.5
41912.7843	1722	40
10911.2258	1719	32
46615.655	1714	37.5
49171.8988	1710	40
42237.2759	1708	33.5
38493.7868	1701	36
32889.6277	1698	32.5
17280.6679	1697	25
14923.4877	1686	27
20884.0791	1683	20.5
32711.6659	1682	31.5
10666.8925	1678	22.5
17270.0043	1676	41.5
47209.2713	1674	37.5
34673.2782	1672	24.5
29448.011	1667	26.5
47578.3946	1666	28
21879.9136	1664	23
34674.291	1651	24
47454.4532	1648	37
20028.8666	1645	20.5
39800.755	1644	25
33079.1849	1638	42
38978.0622	1634	29.5
36053.8789	1632	29
14439.0386	1627	36
32997.2294	1627	43.5
47406.2118	1623	36.5
7087.2718	1598	22.5
20923.412	1593	40.5
28822.9149	1590	23.5
30052.7961	1584	37.5
32890.5945	1581	31.5
32239.7141	1579	42.5
21118.6529	1578	22.5
47374.3768	1578	34.5
18497.4782	1578	43.5
37634.0704	1575	30
41813.8406	1574	43
14320.6111	1571	33
47489.4604	1570	34.5
20923.9173	1570	40.5
34528.3378	1566	25.5
21602.9651	1565	35
34658.2902	1560	25
34894.0333	1557	43
17188.6967	1553	36
7086.5987	1545	23
43053.7877	1545	33
25868.4694	1543	42
34431.2454	1542	25.5
5097.6474	1531	18
21108.6827	1529	22.5
41813.835	1529	43.5
21093.6778	1527	22
37382.752	1524	37.5
14439.7069	1519	36
14922.9914	1516	27
17269.3166	1512	41.5
43963.2494	1511	36
21633.8833	1504	22
47288.204	1502	36.5
24063.7152	1497	30.5
19438.8596	1492	37.5
41656.7086	1491	39.5
48149.5636	1485	35.5
21903.8454	1484	23
19438.3673	1482	37.5
23407.1354	1478	37.5
6358.1888	1470	40
18475.4886	1470	44
25449.2964	1460	34.5
25867.985	1459	42
20831.5286	1457	22.5
34874.0441	1456	44.5
47237.3491	1455	34.5
25905.2961	1454	26
34658.2993	1452	24
10000.0786	1449	22
29866.9587	1445	27.5
43007.8431	1445	32.5
43087.7728	1444	33
42943.8526	1442	37.5
33018.2177	1438	42.5
13789.7639	1436	39
41813.8422	1433	44
7172.782	1432	41.5
24609.9851	1432	44
24003.7341	1430	31
32842.6144	1429	31.5
38355.2881	1428	28
41795.8325	1428	41
42943.8689	1425	38
41845.8202	1421	41.5
10911.5674	1418	32.5
21812.9305	1416	22.5
14724.013	1412	27
48149.5815	1410	35
38920.6979	1409	37.5
33030.231	1409	41.5
43002.8483	1405	34
10881.622	1404	45.5
25869.9492	1401	41.5
32082.5721	1397	30.5
42208.8331	1395	33
47570.4368	1393	34.5
36866.033	1392	43.5
41634.7294	1390	40
42189.0658	1388	40
32777.6329	1387	31.5
41931.7755	1377	40.5
13753.8735	1375	32.5
21218.5934	1372	22.5
16378.3354	1364	32
43317.1279	1360	37
7087.9345	1356	22.5
47355.3654	1356	34.5
39434.2248	1355	36
47407.2345	1355	36
49098.3997	1352	40.5
23606.6291	1342	37
27578.5441	1333	39.5
32997.2383	1329	44
34371.3099	1323	25.5
32686.6722	1323	32.5
25904.0051	1318	43
18731.6839	1313	43.5
20185.9443	1312	20
14897.8502	1310	30.5
39762.7356	1306	25
32729.6913	1306	34
46585.6747	1306	37
32910.5891	1304	31.5
46817.0828	1291	38.5
14724.5075	1278	27
43074.7774	1273	33.5
46884.1214	1272	37
49169.8725	1271	40.5
41653.7264	1270	39
33028.2204	1268	42
27578.0538	1267	39.5
48475.4742	1265	41.5
47312.2524	1261	36.5
21911.8595	1259	22.5
16365.8386	1259	31.5
21233.8182	1258	22.5
21879.8937	1255	22
33047.611	1255	32.5
25448.7889	1255	34.5
17240.1856	1251	25
41690.7605	1251	39
45015.5366	1249	37
16078.5751	1246	16.5
43335.1416	1246	35.5
23407.6257	1241	37.5
41754.7064	1239	40.5
34527.3126	1235	25
34212.3279	1234	26.5
28031.4134	1233	38.5
4782.5056	1227	16.5
34608.3137	1227	25
9345.1927	1227	37.5
20719.1307	1223	21.5
25868.4793	1222	41.5
21734.931	1220	22.5
10911.899	1220	32.5
41849.8462	1213	39.5
8705.6903	1211	21.5
34689.2992	1209	24
18415.5296	1209	43.5
10910.2398	1208	32.5
22576.3558	1203	21.5
34800.3603	1202	31.5
41814.8424	1202	44.5
33096.1928	1199	42
14180.5499	1199	42.5
14897.3511	1194	30.5
48244.6765	1193	35.5
11239.7219	1192	21.5
33494.3918	1191	42
43338.1495	1179	36.5
41879.8091	1178	41
10622.3842	1176	23
33061.2446	1174	41.5
46732.049	1173	38.5
14439.3736	1169	36
24726.5018	1163	36.5
42241.242	1162	33
17270.0052	1162	42.5
27580.5548	1161	40
34230.6707	1160	33
6907.0666	1158	20.5
16990.9051	1153	42.5
36868.0212	1153	44
21204.7312	1151	22.5
17269.3123	1150	42
9345.6833	1147	37.5
15736.7517	1144	36.5
34557.3197	1137	24
34703.2725	1133	24.5
10861.4842	1132	22.5
41456.4372	1132	38
23473.3319	1127	25.5
34959.3028	1127	31.5
25904.9754	1125	41
20045.195	1124	26
23606.1299	1124	37
38898.7181	1122	38
34599.3045	1119	25.5
42163.7062	1119	33.5
42959.8565	1117	32
25903.4616	1116	43
21471.92	1113	33
32729.6947	1112	33.5
21218.543	1111	23
42942.8527	1111	39
47478.4482	1109	35.5
43297.0864	1107	36.5
11239.2169	1105	21.5
37371.7222	1104	38
6920.4158	1103	20.5
15605.0896	1096	37.5
15605.4204	1095	37.5
21332.7957	1091	23.5
21633.8986	1089	23
10860.977	1088	22.5
34208.6557	1086	34
21922.8958	1084	23
21471.4215	1083	33
42080.9574	1080	40.5
48160.7879	1077	34.5
6906.7533	1076	20
7254.7045	1076	23
15737.0871	1075	36.5
42205.8893	1073	33.5
4056.5643	1072	38.5
43403.1601	1071	36
18390.4665	1068	34
47187.2353	1067	36
20922.4074	1067	40
6921.0762	1066	20.5
21943.8574	1066	22.5
47517.4092	1063	35
32840.6206	1060	32
33669.5637	1059	24.5
43125.7886	1059	33.5
6906.7378	1058	20.5
10937.9659	1054	22.5
16366.3348	1054	31.5
41947.7871	1054	40.5
47454.4716	1053	37.5
37385.716	1053	38
42938.8452	1050	32.5
42942.8401	1049	40
10698.6575	1047	25
46778.0101	1047	39
15762.4561	1046	35
5463.9541	1045	17.5
10416.2764	1044	23
29196.1583	1043	33.5
29828.0106	1036	27.5
13790.0248	1036	38.5
34642.2924	1035	24
21803.9664	1033	23.5
17239.6868	1032	25
14897.8503	1031	30
13938.6169	1029	40
27981.3521	1028	38.5
46743.2223	1023	37.5
46584.6336	1019	37.5
20680.2368	1019	38
29839.6783	1013	30
20703.1259	1009	20.5
10566.3184	1008	22.5
37106.9202	1006	34
32616.5821	1004	31.5
25904.4741	1004	41
43749.1618	1003	37.5
15604.7689	1001	37.5
